id,formula,description
157_Ba3(SbO3)2,Ba 3 Sb 2 O 6,"Ba 3 Sb 2 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 36, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 80, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 58, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 68, PymatgenData std dev atomic mass of 75, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 87."
158_Ba3(TaS4)2,Ba 3 Ta 2 S 8,"Ba 3 Ta 2 S 8 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 42, PymatgenData std dev row of 20, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 85, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 83, PymatgenData minimum atomic mass of 32, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 79, PymatgenData std dev atomic mass of 83, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 13, PymatgenData std dev atomic radius of 64."
159_Ba3Bi2TeO9,Ba 3 Bi 2 Te 1 O 9,"Ba 3 Bi 2 Te 1 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 35, PymatgenData std dev row of 25, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 73, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 53, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 73, PymatgenData std dev atomic mass of 97, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 84."
160_Ba3CaTa2O9,Ba 3 Ca 1 Ta 2 O 9,"Ba 3 Ca 1 Ta 2 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 35, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 85, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 81, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 64, PymatgenData std dev atomic mass of 86, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 85."
161_Ba3Ga4O9,Ba 3 Ga 4 O 9,"Ba 3 Ga 4 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 32, PymatgenData std dev row of 20, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 69, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 51, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 52, PymatgenData std dev atomic mass of 61, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 78."
162_Ba3Ge2(B3O8)2,Ba 3 Ge 2 B 6 O 16,"Ba 3 Ge 2 B 6 O 16 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 26, PymatgenData std dev row of 17, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 56, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 41, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 33, PymatgenData std dev atomic mass of 53, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 64."
163_Ba3GeO5,Ba 3 Ge 1 O 5,"Ba 3 Ge 1 O 5 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 36, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 86, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 63, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 63, PymatgenData std dev atomic mass of 74, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 94."
164_Ba3GeS5,Ba 3 Ge 1 S 5,"Ba 3 Ge 1 S 5 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 41, PymatgenData std dev row of 18, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 86, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 63, PymatgenData minimum atomic mass of 32, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 72, PymatgenData std dev atomic mass of 64, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 70."
165_Ba3In2O6,Ba 3 In 2 O 6,"Ba 3 In 2 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 36, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 78, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 58, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 67, PymatgenData std dev atomic mass of 73, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 88."
166_Ba3MgSb2O9,Ba 3 Mg 1 Sb 2 O 9,"Ba 3 Mg 1 Sb 2 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 22, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 81, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 58, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 55, PymatgenData std dev atomic mass of 71, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 83."
167_Ba3MgTa2O9,Ba 3 Mg 1 Ta 2 O 9,"Ba 3 Mg 1 Ta 2 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 85, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 81, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 63, PymatgenData std dev atomic mass of 87, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 83."
168_Ba3MgTaNbO9,Ba 3 Mg 1 Ta 1 Nb 1 O 9,"Ba 3 Mg 1 Ta 1 Nb 1 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 84, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 81, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 57, PymatgenData std dev atomic mass of 77, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 82."
169_Ba3NaBiO6,Ba 3 Na 1 Bi 1 O 6,"Ba 3 Na 1 Bi 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 35, PymatgenData std dev row of 24, PymatgenData minimum group of 10, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 87, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 16, PymatgenData std dev block of 62, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 67, PymatgenData std dev atomic mass of 88, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 89."
170_Ba3NaNbO6,Ba 3 Na 1 Nb 1 O 6,"Ba 3 Na 1 Nb 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 35, PymatgenData std dev row of 23, PymatgenData minimum group of 10, PymatgenData maximum group of 16, PymatgenData mean group of 10, PymatgenData std dev group of 87, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 17, PymatgenData std dev block of 79, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 57, PymatgenData std dev atomic mass of 69, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 89."
171_Ba3NaSbO6,Ba 3 Na 1 Sb 1 O 6,"Ba 3 Na 1 Sb 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 35, PymatgenData std dev row of 23, PymatgenData minimum group of 10, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 87, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 16, PymatgenData std dev block of 62, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 59, PymatgenData std dev atomic mass of 72, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 89."
172_Ba3NaTaO6,Ba 3 Na 1 Ta 1 O 6,"Ba 3 Na 1 Ta 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 35, PymatgenData std dev row of 24, PymatgenData minimum group of 10, PymatgenData maximum group of 16, PymatgenData mean group of 10, PymatgenData std dev group of 87, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 17, PymatgenData std dev block of 79, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 65, PymatgenData std dev atomic mass of 82, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 89."
173_Ba3Nb2(P2O9)2,Ba 3 Nb 2 P 4 O 18,"Ba 3 Nb 2 P 4 O 18 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 28, PymatgenData std dev row of 19, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 69, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 60, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 37, PymatgenData std dev atomic mass of 57, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 71."
174_Ba3Nb2ZnO9,Ba 3 Nb 2 Zn 1 O 9,"Ba 3 Nb 2 Zn 1 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 22, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 79, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 83, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 54, PymatgenData std dev atomic mass of 65, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 82."
175_Ba3P4O13,Ba 3 P 4 O 13,"Ba 3 P 4 O 13 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 28, PymatgenData std dev row of 20, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 69, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 50, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 37, PymatgenData std dev atomic mass of 59, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 76."
176_Ba3P6(N4O3)2,Ba 3 P 6 N 8 O 6,"Ba 3 P 6 N 8 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 28, PymatgenData std dev row of 15, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 53, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 40, PymatgenData minimum atomic mass of 14, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 35, PymatgenData std dev atomic mass of 47, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 59."
177_Ba3Sb2O,Ba 3 Sb 2 O 1,"Ba 3 Sb 2 O 1 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 50, PymatgenData std dev row of 18, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 9, PymatgenData std dev group of 85, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 15, PymatgenData std dev block of 64, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 112, PymatgenData std dev atomic mass of 56, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 17, PymatgenData std dev atomic radius of 73."
178_Ba3Si2(B3O8)2,Ba 3 Si 2 B 6 O 16,"Ba 3 Si 2 B 6 O 16 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 25, PymatgenData std dev row of 16, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 56, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 41, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 29, PymatgenData std dev atomic mass of 50, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 63."
179_Ba3Si6(NO6)2,Ba 3 Si 6 N 2 O 12,"Ba 3 Si 6 N 2 O 12 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 28, PymatgenData std dev row of 17, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 57, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 19, PymatgenData std dev block of 42, PymatgenData minimum atomic mass of 14, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 35, PymatgenData std dev atomic mass of 50, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 65."
180_Ba3SiO5,Ba 3 Si 1 O 5,"Ba 3 Si 1 O 5 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 86, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 63, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 58, PymatgenData std dev atomic mass of 75, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 94."
181_Ba3SrMg2(TeO6)2,Ba 3 Sr 1 Mg 2 Te 2 O 12,"Ba 3 Sr 1 Mg 2 Te 2 O 12 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 32, PymatgenData std dev row of 21, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 83, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 59, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 50, PymatgenData std dev atomic mass of 66, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 80."
182_Ba3SrSb2O9,Ba 3 Sr 1 Sb 2 O 9,"Ba 3 Sr 1 Sb 2 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 81, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 58, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 59, PymatgenData std dev atomic mass of 71, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 87."
183_Ba3Ta6(Si2O13)2,Ba 3 Ta 6 Si 4 O 26,"Ba 3 Ta 6 Si 4 O 26 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 30, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 70, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 21, PymatgenData std dev block of 66, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 52, PymatgenData std dev atomic mass of 89, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 67."
184_Ba3Te2O9,Ba 3 Te 2 O 9,"Ba 3 Te 2 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 24, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 80, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 57, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 58, PymatgenData std dev atomic mass of 78, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 88."
185_Ba3Te4O11,Ba 3 Te 4 O 11,"Ba 3 Te 4 O 11 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 70, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 18, PymatgenData std dev block of 50, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 61, PymatgenData std dev atomic mass of 76, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 80."
186_Ba3V2O8,Ba 3 V 2 O 8,"Ba 3 V 2 O 8 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 32, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 85, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 83, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 49, PymatgenData std dev atomic mass of 67, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 88."
187_Ba3V4O13,Ba 3 V 4 O 13,"Ba 3 V 4 O 13 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 30, PymatgenData std dev row of 21, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 83, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 20, PymatgenData std dev block of 82, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 41, PymatgenData std dev atomic mass of 59, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 80."
188_Ba3W2O9,Ba 3 W 2 O 9,"Ba 3 W 2 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 27, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 12, PymatgenData std dev group of 84, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 82, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 18, PymatgenData mean atomic mass of 66, PymatgenData std dev atomic mass of 95, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 88."
189_Ba3Zn6Si4TeO20,Ba 3 Zn 6 Si 4 Te 1 O 20,"Ba 3 Zn 6 Si 4 Te 1 O 20 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 29, PymatgenData std dev row of 17, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 51, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 21, PymatgenData std dev block of 65, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 40, PymatgenData std dev atomic mass of 50, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 63."
190_Ba3ZnN2O,Ba 3 Zn 1 N 2 O 1,"Ba 3 Zn 1 N 2 O 1 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 40, PymatgenData std dev row of 22, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 9, PymatgenData std dev group of 75, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 17, PymatgenData std dev block of 84, PymatgenData minimum atomic mass of 14, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 74, PymatgenData std dev atomic mass of 68, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 84."
191_Ba3ZnSb2O9,Ba 3 Zn 1 Sb 2 O 9,"Ba 3 Zn 1 Sb 2 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 22, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 72, PymatgenData minimum block of 10, PymatgenData maximum block of 30, PymatgenData mean block of 19, PymatgenData std dev block of 66, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 58, PymatgenData std dev atomic mass of 70, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 82."
192_Ba4B2N4O,Ba 4 B 2 N 4 O 1,"Ba 4 B 2 N 4 O 1 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 35, PymatgenData std dev row of 23, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 10, PymatgenData std dev group of 73, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 16, PymatgenData std dev block of 58, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 58, PymatgenData std dev atomic mass of 72, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 84."
193_Ba4Bi2O,Ba 4 Bi 2 O 1,"Ba 4 Bi 2 O 1 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 54, PymatgenData std dev row of 19, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 8, PymatgenData std dev group of 87, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 14, PymatgenData std dev block of 65, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 140, PymatgenData std dev atomic mass of 79, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 18, PymatgenData std dev atomic radius of 71."
194_Ba4In2Te2S5,Ba 4 In 2 Te 2 S 5,"Ba 4 In 2 Te 2 S 5 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 45, PymatgenData std dev row of 15, PymatgenData minimum group of 20, PymatgenData maximum group of 16, PymatgenData mean group of 11, PymatgenData std dev group of 74, PymatgenData minimum block of 10, PymatgenData maximum block of 20, PymatgenData mean block of 17, PymatgenData std dev block of 55, PymatgenData minimum atomic mass of 32, PymatgenData maximum atomic mass of 14, PymatgenData mean atomic mass of 92, PymatgenData std dev atomic mass of 57, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 22, PymatgenData mean atomic radius of 15, PymatgenData std dev atomic radius of 57."
